section,nom,type,debut,fin,dg,dt,cs,municipalite
13320000,CHEMIN DES PATRIOTES,Route,Bretelles A et B de l'autoroute 35 (à la sortie 6),Montée  Daigneault,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
11225000,RUE PRINCIPALE OUEST,Route,route 235,rang de la Montagne (Entrée ouest de St-Paul),53.0,86.0,11.0,Saint-Paul-d'Abbotsford
8717102000,30e Rue,Route,1re Avenue,route 173,53.0,66.0,6.0,Notre-Dame-des-Pins
13878500,route 138,Route,"rue Verreault, à Forestville",route 385,53.0,67.0,9.0,Forestville
27716500,route 277,Route,int route Maranda,route alllant vers la frontière,53.0,66.0,11.0,Sainte-Aurélie
21750000,Route Edouard-VII,Route,Bretelle du coté sud-est de l'A-30 (sortie 104),Route 104 (Chemin St-Jean),56.0,29.0,2.0,La Prairie
23655000,RANG DU SIX,Route,"rang du Quarante (60990), à Saint-Louis-de-Gonzague","rang du Dix, à Saint-Étienne-de-Beauharnois",53.0,86.0,12.0,Saint-Louis-de-Gonzague
26130000,route 261,Route,route 161,à 4486 mètres au nord de la limite de Saint-Valère,53.0,64.0,7.0,Saint-Valère
2005000,A20 è l'est de la A30,Route,Bretelle 00020-01-070-31D0 venant de l'A-30 ouest,Route 342 (entrée ouest de Dorion),56.0,29.0,2.0,Vaudreuil-Dorion
13211063,00132-03-105-31C0,Bretelle,Route 132 ouest,Fin bretelle 63737-01-010-31CO,56.0,29.0,2.0,Candiac
11274000,ROUTE 112,Route,Int rue Principale,route 276,53.0,66.0,6.0,Saint-Frédéric
6371915000,Rue Principale / Montée Monette,Route,montée de la Petite-Côte,Chemin St-François-Xavier,56.0,29.0,2.0,Saint-Mathieu
13829500,route 138,Route,autoroute 40,rue Lafond,53.0,70.0,7.0,Trois-Rivières
2591002000,route 25910,Route,au centre de l'autoroute 5,chemin Scott,53.0,89.0,7.0,Chelsea
2050030,00020-06-020-H1A0 (halte routière St-Nicolas),Bretelle,entrée halte routière,sortie halte routière,53.0,66.0,10.0,Lévis
8685001000,,Route,rang de la Rivière (86870),au centre du musoir d'entrée-sortie de l'autoroute 73,53.0,66.0,6.0,Saint-Isidore
14830000,Boul. des Allumettières,Route,boul. St-Raymond,ch. Promenade de la Gatineau,53.0,89.0,7.0,Gatineau
32940000,route 329,Route,chemin du Lac de la Montée Noire,route 125,53.0,88.0,6.0,Saint-Donat
4008051,00040-02-103-31E0 (0-351),Bretelle,Sortie Autoroute 40,Vers bretelles 31C0 et 31B0,56.0,29.0,2.0,Montréal
7354002,00073-03-160-31A0,Bretelle,CARR.A-73 ET LEBOURGNEUF BRET.A,Indéfini,53.0,71.0,84.0,Québec
4034009,00040-05-120-32A0,Bretelle,SUR LA LIGNE POINTILLÉE SITUÉ ENTE LES VOIES RAPIDE ET CENTRALE  DE LA 40 VOIE EST,INTERS. RUE ST-MARGUERITE,53.0,70.0,7.0,Trois-Rivières
2023509,00020-02-181-31F0,Bretelle,Venant de la collectrice 64480 côté D,Début bretelle G,56.0,29.0,2.0,Longueuil
4013841,00040-03-014-33A0,Bretelle,A-40 Est / Sortie 70 - Laval,A-15 Nord,56.0,29.0,2.0,Montréal
3532006,Éch. 42 / De A-35 nord à R-133,Bretelle,Début du biseau autoroute 35 nord,Marquage au sol pour bretelle bidirectionnelle,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
11116000,route 111,Route,Lacorne,Saint-Marc-De-Figuery,53.0,91.0,8.0,Saint-Marc-de-Figuery
4072001000,ROUTE PROULX,Route,route 138,autoroute 40,53.0,71.0,86.0,Deschambault-Grondines
32911000,route 329,Route,à l'intersection ouest de la route 364,chemin Tour du Lac (nord),53.0,88.0,7.0,Morin-Heights
61029004,Rte 216 Est,Bretelle,Route 216 Est - 12 avenue (S-7),Autoroute 610 Est,53.0,90.0,8.0,Sherbrooke
10833500,route 108,Route,route 214 est,route 255,53.0,90.0,7.0,Bury
14861000,route 148,Route,autoroute 50,limite ouest,53.0,88.0,7.0,Brownsburg-Chatham
13293000,route 132,Route,Routes des Pins,Boul. Perron  Est,53.0,63.0,9.0,Caplan
8979204000,Rue Principale / Route Jean-Baptiste-Casault,Route,autoroute 20,bretelle 00020-06-210-31D0,53.0,66.0,8.0,Montmagny
5556000,autoroute 55,Route,route 153,route 351,53.0,70.0,6.0,Saint-Boniface
7341001000,,Route,route 243,rue du Moulin (2e intersection),53.0,90.0,9.0,Melbourne
35235000,chemin rang des Chutes,Route,INTERSECTION RUE PRINCIPALE,route 159 (rue Principale),53.0,70.0,7.0,Saint-Stanislas
1303810,00013-02-040-32A0,Bretelle,SORTIE BOUL. HENRI-BOURASSA,À préciser,56.0,29.0,2.0,Montréal
2031000,autoroute 20,Route,accés montèe St-Jean-Baptiste,Début bretelle A,56.0,29.0,2.0,Beloeil
13345000,route 133,Route,route 116,autoroute 20,56.0,29.0,2.0,Mont-Saint-Hilaire
11240000,route 112,Route,"Route 249, Chemin Alexis-Constant","Intersection nord-est de L'A-10, A-55 et route 112",53.0,90.0,8.0,Sherbrooke
23661000,Boulevard de l'Énergie,Route,boul. de l'Énergie  (giratoire),A30 bretelle sud,56.0,29.0,2.0,Beauharnois
1023404,000100301531D0,Bretelle,Route 112 Est (S-123B),Autoroute 10 Est,53.0,90.0,8.0,Sherbrooke
12532500,route 125,Route,à l'intersection nord de la route 158,à l'intersection des routes 346 et 337 sud,53.0,88.0,6.0,Saint-Esprit
2672201000,,Route,route 117,Montée Durocher (26732),53.0,88.0,9.0,Lac-des-Écorces
2352001000,,Route,route 101,fin du chaînage à 2772 mètres,53.0,91.0,10.0,Duhamel-Ouest
4061001,Carrefour A-40 et boulevard Henri-Bourassa bretelle A,Bretelle,Rue de Nemours (Henri-Bourassa),A-40 O,53.0,71.0,84.0,Québec
27722500,route 277,Route,à l'intersection nord de la route 204,2e avenue,53.0,66.0,11.0,Lac-Etchemin
13289300,route 132,Route,rte Centrale,route  Manon,53.0,63.0,7.0,Sainte-Thérèse-de-Gaspé
7060012,Autoroute de l'Aluminium,Bretelle,R-170,A-70 Ouest,53.0,68.0,6.0,Saguenay
23630000,ROUTE 236,Route,route 132,rue Principale (60860),53.0,86.0,12.0,Saint-Stanislas-de-Kostka
22107500,ROUTE 221,Route,chemin de la Grande-Ligne,chemin de la 4e Ligne (62408),53.0,86.0,13.0,Lacolle
3035505,00030-03-121-31C0,Bretelle,VENANT AUT. 30 VERS CHEMIN DU GOLF.,Non-défini,53.0,86.0,10.0,Sorel-Tracy
13254000,route 132,Route,route 287,Cote Bossé  (grève),53.0,65.0,9.0,Saint-Denis-De La Bouteillerie
7834102000,78341-03-020-000C,Route,10e rang (77740),6e rang (77670),53.0,64.0,7.0,Saint-Rémi-de-Tingwick
3018080,00030-02-300-31E0,Bretelle,Route 207-221,Autoroute 30 ouest,56.0,29.0,2.0,Saint-Constant
30960000,,Route,Ferme-Neuve (Pont),route 311,53.0,88.0,9.0,Mont-Saint-Michel
3482001000,Route de Sainte-Béatrix,Route,route 348,1ier Rang,53.0,88.0,6.0,Saint-Ambroise-de-Kildare
2093000,autoroute 20,Route,route 298,route 132 (carrefour giratoire),53.0,65.0,6.0,Sainte-Luce
14855000,route 148,Route,Fassett,chemin Avoca,53.0,89.0,6.0,Fassett
16950000,route 169,Route,boul. St-Michel,boul. Wallbert,53.0,68.0,8.0,Dolbeau-Mistassini
24332000,route 243,Route,route 215,autoroute 10,53.0,90.0,12.0,Lac-Brome
32925000,route 329,Route,chemin Sainte-Lucie,Lantier,53.0,88.0,7.0,Sainte-Agathe-des-Monts
7582002000,4 ème Rang,Route,ch. Notre-Dame-des-Mères,ch. Desjardins,53.0,90.0,9.0,Stoke
4013846,00040-03-020-31A0 0 à 254,Bretelle,Venant de l'Autoroute 40 OUEST,Intersection de la 00040-03-020-31E0,56.0,29.0,2.0,Montréal
39140000,Route 391,Route,8e et 9e rang,Anglier,53.0,91.0,10.0,Saint-Eugène-de-Guigues
6099040000,RUE PIE XII,Route,boul. Gérard-Cadieux,chemin Sainte-Marie,53.0,86.0,12.0,Salaberry-de-Valleyfield
41049002,00410-01-025-36A0,Bretelle,A-410 Est (S-10),Aucun,53.0,90.0,8.0,Hatley
8765001000,Route du Golf,Route,route 173,Accès nord de l'A73,53.0,66.0,6.0,Beauceville
11122000,Route 111,Route,route 386,route 395 (giratoire),53.0,91.0,8.0,Amos
5511506,Bretelle 31C0,Bretelle,Route 249 (S-71),A-55 nord,53.0,90.0,8.0,Windsor
7354005,Bretelle Sortie Louis-XIV A-73 dir.sud,Bretelle,A-73 dir. sud,Début du musoir- Rue des Métis,53.0,71.0,84.0,Québec
5028500,autoroute 50,Route,chemin Kilmar,route 344,53.0,88.0,7.0,Grenville-sur-la-Rouge
3011610000,TROISIÈME RANG,Route,"route 325, à Sainte-Justine-de-Newton",Montée Sainte-Julie (30307),53.0,86.0,12.0,Sainte-Justine-de-Newton
74047006,A-740 et boulevard Père-Lelièvre bretelle C,Bretelle,Intersection rue De Brugnon,00740-01-061-000D,53.0,71.0,84.0,Québec
7857003000,Rang Saint-Édouard / 9e Rang / Rue Principale,Route,route Gamache (78590),route Blake (78567),53.0,64.0,8.0,Notre-Dame-du-Bon-Conseil
17055500,route 170,Route,4e rang,rue De Quen,53.0,68.0,7.0,Saint-Gédéon
2095101000,,Route,route 393,route des 9e et 10e rangs,53.0,91.0,9.0,Val-Saint-Gilles
8646601000,"musoir d'entrée-sortie (bretelles A et B) de l'autoroute 20,",Route,"musoir d'entrée-sortie (bretelles A et B) de l'autoroute 20, à la sortie 278 sud",route 271,53.0,66.0,10.0,Laurier-Station
4382002000,"RUE DU PORT, CH. DE LA TOURBIÈRE",Route,chemin Royal,chemin Principal,53.0,71.0,85.0,L'Isle-aux-Coudres
39020000,,Route,"route 393, à Palmarolle",au centre de la route 101,53.0,91.0,9.0,Palmarolle
2059112,00020-06-101-31D0,Bretelle,INT. CL BRETELLE ET LIGNE DE CENTRE 173,"FIN BRETELLE D, BISEAU (LIGNE DISC. BLANCHE)SUR AUT 20.",53.0,66.0,10.0,Lévis
23523000,Route 235,Route,Rang de la Gare,rue des Écureuils,53.0,90.0,12.0,Farnham
16921000,route 169,Route,boul. Maurice-Paradis,"Rte du Lac,  Alma",53.0,68.0,7.0,Alma
14824000,route 148,Route,"rue Village-Est, Luskville",rue De la Montagne,53.0,89.0,7.0,Pontiac
4630007000,RTE NOTRE-DAME-DE-LA-LORETTE,Route,"Rue du Pont (45110),  St-Eugène",en face de l'Église de Notre-Dame-de-Lorette,53.0,68.0,8.0,Notre-Dame-de-Lorette
11788500,route 117,Route,au centre de la route 395,Chemin des mines Doyon,53.0,91.0,7.0,Rouyn-Noranda
8687001000,Route Carrier,Route,route 173,au centre du musoir d'entrée-sortie de l'autoroute 73,53.0,66.0,6.0,Scott
1023800,000100301533A0,Bretelle,Autoroute 10 Est (S-128),Route 112 Est,53.0,90.0,8.0,Sherbrooke
52012001,00520-01-025-32D0,Bretelle,29 M. OUEST DU PONT DE LA VOIE FERREE,Chemin de la Côte-de-Liesse,56.0,29.0,2.0,Dorval
8648602000,86486-02-020-000C,Route,à 396 mètres à l'ouest de la route 116,route 116,53.0,66.0,10.0,Lévis
16970000,route 169,Route,"Limite Sud ,  Ville  Roberval",Limite  Roberval/Chambord,53.0,68.0,8.0,Roberval
13287000,route 132,Route,Rue Forest,route 198 (Hadimand),53.0,63.0,7.0,Gaspé
3037003,00030-03-121-35A0,Bretelle,Intersection sur rtss 30-03-121-000D,Intersection rte 223,53.0,86.0,10.0,Sorel-Tracy
1025300,Autoroute 10 Est,Bretelle,Autoroute 10 Est (S-143),Autoroute 610 Est,53.0,90.0,8.0,Sherbrooke
4041001,00040-07-011-31A0,Bretelle,Autoroute 40 est (Félix-Leclerc),Route Guilbault (40530),53.0,71.0,86.0,Deschambault-Grondines
2040000,autoroute 20,Route,"route 239, à la sortie 98",centre du pont route 122,53.0,64.0,8.0,Saint-Eugène
3066102000,,Route,Montée Rochon,Route 148,56.0,29.0,2.0,Mirabel
27642500,Route des Fermes / Route Lagueux / Rang des Érables,Route,chemin des Érables,ancienne route 173,53.0,66.0,6.0,Saint-Joseph-des-Érables
36427500,Montée de Montcalm,Route,intersection est de la route 327,à 9 mètres à l'est du chemin Bennett,53.0,88.0,7.0,Saint-Adolphe-d'Howard
4024006,00040-03-101-32C0,Bretelle,SORTIE SUR V. SERV. POUR HENRI-BOURASSA,RACC. VOIE DE SERVICES OUEST,56.0,29.0,2.0,Montréal
1518104,00015-02-120-32D0,Bretelle,AUT. 15 SUD SORTIE 2 POUR CH.  COTE VERTU OUEST,CHEMIN COTE-VERTU OUEST,56.0,29.0,2.0,Montréal
11260000,route 112,Route,avenue Blouin,route 165,53.0,66.0,7.0,Thetford Mines
2011000,AUTOROUTE 20,Route,"Entrée 48, boul. Saint-Charles",rue Cartier,56.0,29.0,2.0,Beaconsfield
3013050,00030-01-100-32B0,Bretelle,Rue Beauchemin (Route 132 est),Boulevard St-Jean-Baptiste (Route 132 et 138),56.0,29.0,2.0,Mercier
4026107,00040-04-010-32B0,Bretelle,Intersection A-640 Est sur viaduc,Intersection A-40 Est sous viaduc,56.0,29.0,2.0,Terrebonne
1936001,00019-02-031-34F0,Bretelle,Voie de service A-19 Sud,Voie de service A-440 Ouest,56.0,29.0,2.0,Laval
11320000,route 113,Route,Tiblemont,à 13667 mètres au nord du pont sur le Lac Tiblemont,53.0,91.0,6.0,Senneterre
20428000,route 204,Route,route Saint-Antoine,route 275,53.0,66.0,11.0,Saint-Prosper
16540000,route 165,Route,route 116,route 263,53.0,64.0,7.0,Princeville
6838101000,CHEMIN STUKELY,L,chemin Mizener,route 112,53.0,90.0,12.0,Bolton-Ouest
4889203000,,Route,rue Saint-Joseph (48890),route 138,53.0,67.0,9.0,Les Bergeronnes
13122000,route 131,Route,chemin 1re Chaloupe,route Principale,53.0,88.0,6.0,Notre-Dame-de-Lourdes
9629703000,Rue Saint-Rémi,Route,rue St-Léo,ch. Kempt,53.0,65.0,6.0,Grand-Métis
10813500,route 108,Route,chemin d'Ayer's Cliff,Ancienne route 108,53.0,90.0,10.0,Sainte-Catherine-de-Hatley
5501704,00055-01-045-3AA0,Bretelle,Fin de l'aire de contrôle (S-2),route 143,53.0,90.0,10.0,Stanstead
38632500,,Route,limite ouest de Barraute,route 397,53.0,91.0,8.0,Barraute
1524500,autoroute 15,Route,route 158,boul. du Grand Héron,56.0,29.0,2.0,Mirabel
13866002,Bretelle rte 362 ouest vers route 138 est,Bretelle,rue de la Lumière, route 138 boul Mgr de Laval,53.0,71.0,85.0,Baie-Saint-Paul
28360000,Rue Principale / Route 283 Nord,Route,Notre-Dame du Rosaire,autoroute 20,53.0,66.0,8.0,Montmagny
2130101000,,Route,route 393,route 1er et 2e rangs,53.0,91.0,9.0,Sainte-Germaine-Boulé
3480001000,,Route,route 348,2e rang (34801),53.0,88.0,6.0,Sainte-Mélanie
16915000,route 169,Route,Rte 169 Ouest  (rang Caron),Rte 170 Ouest  (Salle Camaro),53.0,68.0,7.0,Hébertville-Station
14810000,route 148,Route,chemin de la Rivière-Noire,rue Thomas-Lefebvre Ouest,53.0,89.0,8.0,Waltham
2396303000,CHEMIN CHAPEAU PEMBROOKE,Route,chemin Desjardinsville,route 148,53.0,89.0,8.0,L'Isle-aux-Allumettes
41043904,00410-01-025-34C0,Bretelle,Boulevard de l'Université (S-6),A-410 Est,53.0,90.0,8.0,Sherbrooke
12516508,00125-02-014-32A0,Bretelle,Intersection Rte 125 Nord,Intersection centre du boul. St-Martin,56.0,29.0,2.0,Laval
2051001000,MONTÉE D'AIGUEBELLE,Route,route 390,parc Aiguebelle,53.0,91.0,9.0,Taschereau
36771500,ROUTE 367,Route,route 369,route St-Denys-Garneau,53.0,71.0,86.0,Sainte-Catherine-de-la-Jacques-Cartier
2480001000,,Route,route 148,rue Cobb,53.0,89.0,8.0,Bryson
16756000,route 167,Route,"Rte du Nord,    Chibougamau   (Km 252)","Int Rte Lac Mistassini,  Gauvin   (Km 304.7)",53.0,93.0,4.0,Chibougamau
3018010,00030-02-031-31B0,Bretelle,Boul. Industriel,Autoroute 30 est,56.0,29.0,2.0,Saint-Isidore
64089510,Bret 32A0 (Rue Henry Bessemer pour Voie desserte),Bretelle,Rue Henry Bessemer,Voie de desserte de l'aut.640-03-072-V2A0,56.0,29.0,2.0,Terrebonne
13211000,Route 132,Route,Bretelle vers Ch. St-François-Xavier,Bretelle venant du Ch. St-François-Xavier,56.0,29.0,2.0,Candiac
6086010000,RUE PRINCIPALE,Route,"rue Centrale, à St-Stanislas-de-Kostka",route 236,53.0,86.0,12.0,Saint-Stanislas-de-Kostka
1022780,000100226532A0,Bretelle,Autoroute 10 Est (S-118),Route 141,53.0,90.0,8.0,Magog
10138000,route 101,Route,"à l'intersection nord de la route 391, à Rollet","Vilroc, chemin 8e et 9e rang ouest",53.0,91.0,7.0,Rouyn-Noranda
2031400,autoroute 20,Route,Grande-Allée,route 227,56.0,29.0,2.0,Mont-Saint-Hilaire
36782500,ROUTE 367,Route,rang Ste-Croix,"rue Lesage, à Saint-Léonard",53.0,71.0,86.0,Saint-Léonard-de-Portneuf
13809500,pont Mercier,Route,Entrée sud-ouest du pont Mercier (vers Châteauguay),Bretelle venant de l'entrée sud-est (vers La Prairie),56.0,29.0,2.0,Kahnawake
4540500100,Boulevard Horace-J-Beemer,Route,route 169,rue Mashteuiatsh,53.0,68.0,8.0,Roberval
4024001,00040-03-101-32B0,Bretelle,ENTREE H-BOURASSA DE V.SERV. POUR A.40 E,Vers A-40 est,56.0,29.0,2.0,Montréal
9597201000,,Route,Rte 234,Rte 132,53.0,65.0,6.0,Sainte-Angèle-de-Mérici
1518103,00015-02-120-32C0,Bretelle,ENTRÉE DE CH.COTE-VERTU EST POUR AUT. 15 NORD,AUT. 15 NORD,56.0,29.0,2.0,Montréal
44032512,Autoroute 440(Charest),Bretelle,Rue Fusion 2 directions de Cyrille-Duquet,Int. 00440-06-072-V1B0,53.0,71.0,84.0,Québec
11254000,route 112,Route,Rang 4,Rue Barolet,53.0,90.0,7.0,Weedon
4128001000,RUE PRINCIPALE,Route,à 2640 mètres au nord de la rue de l'Église ou 1400 mètres de la rue du lac vert,réserve faunique de Portneuf,53.0,71.0,86.0,Rivière-à-Pierre
2025000,autoroute 20,Route,A-20 Est,Avant Sortie R-132,56.0,29.0,2.0,Longueuil
15317500,route 153,Route,route 350,chemin du Lac,53.0,70.0,6.0,Saint-Boniface
17212500,route 172,Route,Ch  Zec  Chauvin,"chemin du Quai, à Sainte-Rose",53.0,68.0,6.0,Mont-Valin
4640001000,RTE ST-ÉLISABETH-DE-PROULX,Route,"Ave de l'église,   Dolbeau-Mistassini","Rg St-Jean,   Dolbeau-Mistassini",53.0,68.0,8.0,Dolbeau-Mistassini
1865001000,RUE LA SALLE ET CH. LAC MOURIER,Route,chemin de la mine Osisko,route du Lac Fournière,53.0,91.0,6.0,Malartic
25328000,route 253,Route,Route 210 ouest à Eaton Corner,rue Fraser,53.0,90.0,7.0,Cookshire-Eaton
32550000,CHEMIN SAINT-RÉDEMPTEUR,Route,"Montée Primeau, à Très-Saint-Rédempteur",Montée du Bois-Franc (30303),53.0,86.0,12.0,Très-Saint-Rédempteur
5513804,00055-02-180-3AB0,Bretelle,Route 243 (S-85),Autoroute 55 Nord,53.0,90.0,8.0,Melbourne
4041006,00040-07-015-31D0,Bretelle,Route Dussault (363),Autoroute 40 ouest (Félix-Leclerc),53.0,71.0,86.0,Deschambault-Grondines
9835601000,Chemin du nouveau pont de Saint-Edgar,Route,chemin Mercier,chemin de Saint-Edgar,53.0,63.0,9.0,New Richmond
10532500,route 105,Route,à l'intersection nord de la route 366,chemin des érables,53.0,89.0,7.0,La Pêche
2074000,autoroute 20,Route,route 185,Échangeur 503,53.0,65.0,8.0,Rivière-du-Loup
11248200,Route 112,Route,autoroute 610,chemin Galipeault,53.0,90.0,8.0,Sherbrooke
4059004,Carrefour A-40 et 45e rue est bretelle S,Bretelle,45e rue est,00040-08-101-000G,53.0,71.0,84.0,Québec
4693003000,RTE LABRECQUE,Route,Ch du Tour du Lac Labrecque,3e rang,53.0,68.0,7.0,Labrecque
7226001000,,Route,route Major (72480),route des Érables (72504),53.0,86.0,10.0,Saint-Théodore-d'Acton
25526000,route 255,Route,rue Bishop,route 112,53.0,90.0,7.0,Dudswell
5501500,A55 frontière,Route,route 247,route 143,53.0,90.0,10.0,Stanstead
20243000,ROUTE 202,Route,"rue Front, à Saint-Georges-de-Clarenceville",chemin de Beach-Ridge,53.0,86.0,11.0,Saint-Georges-de-Clarenceville
38645000,Route 386 / Route de Montgay,Route,Belcourt,6e rue,53.0,91.0,6.0,Senneterre
13295500,route 132,Route,Rue des Saumons,Chemin du Moulin,53.0,63.0,9.0,Matapédia
16962500,route 169,Route,"14e et 15e Ave,  St-Prime","Rte  Pointe-Bleue,  St-Prime",53.0,68.0,8.0,Saint-Prime
64080004,00640-03-024-31G0,Bretelle,Intersection Rte 117 Sud (boul. Curé-Labelle),Intersection voie de service A-640 Ouest,56.0,29.0,2.0,Sainte-Thérèse
74015010,Voie réservée A-740 sud pour rue de la Foresterie,Bretelle,A740 sud voie de gauche,Feu de circulation / A-740 nord,53.0,71.0,84.0,Québec
36646000,,Route,"route 105, Wakefield à Elm","Pine, centre de ski, Eidleweiss",53.0,89.0,7.0,La Pêche
1502000,A15 frontière,Route,Frontière U.S.A.,Route 202 (sortie 6),53.0,86.0,13.0,Saint-Bernard-de-Lacolle
25577000,Rang Saint-Pierre / Route 255 / Rang Saint-Joseph,Route,route 226,Intersection Ouest de la route 226/255,53.0,64.0,6.0,La Visitation-de-Yamaska
2883501000,Montée fassett,Route,route 148,A 50,53.0,89.0,6.0,Fassett
4263901000,BOUL. DU LAC,Route,boulevard Henri-Bourassa,chemin du Brulé (à gauche),53.0,71.0,84.0,Québec
36805000,CHEMIN ROYAL,Route,route Prévost,"route des Prêtres, à Saint-Pierre",53.0,71.0,84.0,Saint-Pierre-de-l'Île-d'Orléans
1516400,autoroute 15,Route,Entrée 69 venant de la rue Jean-Talon,Entrée avenue Royal Mount vers l'autoroute 15 dir sud,56.0,29.0,2.0,Montréal
7345541,"Carrefour A-73, A-540 et route 175 bretelle P",Bretelle,route 175,rue Louis-Riel,53.0,71.0,84.0,Québec
29560000,route 295,Route,route 232 est,route Neuve,53.0,65.0,7.0,Saint-Michel-du-Squatec
8376001000,Chemin de Fontainebleau,Route,chemin de la Mine,chemin du Lac Louise (83710),53.0,90.0,7.0,Weedon
2059123,00020-06-130-31D0,Bretelle,INTERSECTION AVEC LA LIGNE DE CENTRE DE LA  RTE MGR BOURGET.,FIN DE LA LIGNE BLANCHE DISCONTINUE SUR AUT 20.,53.0,66.0,10.0,Lévis
12551000,route 125,Route,chemin Saint-Guillaume,route 329,53.0,88.0,6.0,Saint-Donat
4375101000,Chemin du Relais,Route,rue de l'Ermitage,route 362,53.0,71.0,85.0,Baie-Saint-Paul
41045000,00410-01-025-V5A0,Bretelle,A-410 Est (S-7),route 216,53.0,90.0,8.0,Sherbrooke
27650000,SIXIEME RANG OUEST,Route,chemon de La Grande Ligne,Route 275,53.0,66.0,6.0,Saint-Odilon-de-Cranbourne
11738000,route 117,Route,rue Principale,rue Saint-Joseph,53.0,88.0,7.0,Sainte-Adèle
9959007000,,Route,Chemin de la Pointe-à-Marichite,Chemin Deveau,53.0,63.0,6.0,Les Îles-de-la-Madeleine
5006004,00050-01-052-31C0 (576 - 671),Bretelle,31G0,31.0,53.0,89.0,7.0,Gatineau
20170000,ROUTE 201,Route,chemin Sainte-Angélique (30207),Entrée Mc Donald,53.0,86.0,12.0,Sainte-Marthe
16958200,route 169,Route,boul. Sacré-Coeur,route 167,53.0,68.0,8.0,Saint-Félicien
11678000,route 116,Route,route 271,à l'intersection ouest de la route 273,53.0,66.0,10.0,Dosquet
13237500,route 132,Route,route 273,route 171,53.0,66.0,10.0,Lévis
6456802000,CHEMIN DE TOURAINE,Route,rte 229,ch. du Fer-à-Cheval,56.0,29.0,2.0,Sainte-Julie
2518000,autoroute 25 PPP,Route,sortie vers la A440,entrée de la A440,56.0,29.0,2.0,Laval
7052401000,Rue Lesage,Route,chemin Rapide Plat sud (70521) (rue Yamaska),bretelle A (sortie 134),53.0,86.0,10.0,Saint-Hyacinthe
74047008,A-740 et boulevard Père-Lelièvre bretelle D,Bretelle,00740-01-061-000D,Intersection rue De Brugnon,53.0,71.0,84.0,Québec
17325000,route 173,Route,Route du Golf (87650),rue Principale,53.0,66.0,6.0,Beauceville
10545000,route 105,Route,route 301,chemin Wright,53.0,89.0,9.0,Kazabazua
29950000,Route du Parc,Route,Saint-Bernard-des-Lacs  Route,Rue du Domaine  (St-Paul),53.0,63.0,8.0,Sainte-Anne-des-Monts
21616500,route 216,Route,rue Brulotte,bretelle 00610-01-010-32A0 et 32B0,53.0,90.0,8.0,Sherbrooke
13215006,00132-04-020-31D0,Bretelle,Venant blv M-Victorin O racc. bret. D,Vers route 132 ouest,56.0,29.0,2.0,Boucherville
