section,nom,type,debut,fin,dg,dt,cs,municipalite
4048002,00040-07-090-31D0,Bretelle,Autoroute 40 ouest, 2e Rang (41750 Donnaconna),53.0,71.0,86.0,Donnacona
11123000,Route 111,Route,roure 395,routes 109 et 395,53.0,91.0,8.0,Amos
6127301500,Boulevard Don Quichotte,Route,Route 20,rue de Provence,56.0,29.0,2.0,Notre-Dame-de-l'Île-Perrot
5029500,autoroute 50,Route,montée St-Philippe-Brownsburg,route 148 ouest,53.0,88.0,7.0,Brownsburg-Chatham
6974901000,Rue Robinson Sud,L,Intersection rue Sainte-Cécile,Intersection rue Cowie,53.0,90.0,12.0,Granby
14805000,route 148,Route,frontière de l'Ontario (au pont),chemin du golf,53.0,89.0,8.0,L'Isle-aux-Allumettes
14814000,route 148,Route,rue Baume,route 301 Nord,53.0,89.0,8.0,Litchfield
3480005000,,Route,route 131,chemin Saint-Martin (35640),53.0,88.0,6.0,Sainte-Élisabeth
4382001010,Voie d'attente traverse,Bretelle,Chemin des Coudriers,Chemin de la Traverse,53.0,71.0,85.0,L'Isle-aux-Coudres
11784900,00117-08-179-000D,Route,rue de l'Acceuil,rue du Lac-Malartic,53.0,91.0,6.0,Rivière-Héva
4059002,Carrefour A-40 et 42e rue ouest bretelle O,Bretelle,42e rue ouest,00040-08-101-000D,53.0,71.0,84.0,Québec
7891002000,,Route,rang Saint-Charles (78890),route de la Seine (78901),53.0,64.0,6.0,Bécancour
16940000,route 169,Route,"chemin de la Plage Wilson, à la limite de Delisle et de Saint-Henri",2e entrée de Saint-Henri,53.0,68.0,7.0,Saint-Henri-de-Taillon
74037510,Bretelle 31D0 A-740 sud vers A-440 ouest,Bretelle,00740-01-042-000G,00440-06-072-000G,53.0,71.0,84.0,Québec
3794101500,4E RANG,Route,route de Saint-Thomas,chemin Marcotte (37940),53.0,70.0,7.0,Saint-Étienne-des-Grès
1520500,Pont Gédéon-Ouimet A-15,Route,boul. Ste-Rose, musoir d'entrée de la 344 sur A15 S (31G0),56.0,29.0,2.0,Laval
3018020,00030-02-031-31C0,Bretelle,Autoroute 30 ouest,Boul. Industriel,56.0,29.0,2.0,Saint-Isidore
64080002,00640-03-024-V2A0 1825-2221,Bretelle,vis-à-vis le musoir route 117 et voie de service A60 ouest,Intersection A-640 Ouest,56.0,29.0,2.0,Rosemère
31144500,route 311,Route,Chute Saint-Philippe,chemin Ferme-Neuve - Lac-St-Paul,53.0,88.0,9.0,Lac-Saint-Paul
21725000,BOULEVARD EDOUARD VII,Route,"rue Principale (63680), à St-Jacques-le-Mineur",Montée Saint-Jacques (63610),53.0,86.0,13.0,Saint-Jacques-le-Mineur
2157300100,,Route,rang 6 et 7,route Authier-Languedoc,53.0,91.0,9.0,Val-Saint-Gilles
20152500,BOULEVARD MONSEIGNEUR-LANGLOIS,Route,Bretelle venant de route 338,"Autoroute 20, à l'échangeur 14",53.0,86.0,12.0,Coteau-du-Lac
41045006,0410-01-025-V5B0,Bretelle,Fin bretelle 00410-01-025-35F0 - Rue Dunant (S-7),route 216,53.0,90.0,8.0,Sherbrooke
13609001,Bret. Sortie 2 R136 Est  en direction de Av. Atwater,Bretelle,"
R-136 Est",sortie Atwater,56.0,29.0,2.0,Westmount
13304000,route 133,Route,route 202,route 202 (rang des Ducharme),53.0,90.0,12.0,Pike River
5006002,00050-01-052-31A0 (575 - 1055),Bretelle,31B0,31F0,53.0,89.0,7.0,Gatineau
1308000,autoroute 13,Route,au musoir de la sortie vers la 344,au musoir d'entrée vers la rte 344,56.0,29.0,2.0,Boisbriand
15719000,Route 157,Route,Rang St-Louis,entrée du Centre des données fiscales,53.0,70.0,6.0,Notre-Dame-du-Mont-Carmel
3848101000,Raccordement Chemin Grande Rivière,Route,Int. route 153,Chemin Grande Rivière,53.0,70.0,7.0,Saint-Barnabé
15342500,route 153,Route,à l'intersection est de la route 159,"route 352, à Saint-Thècle",53.0,70.0,6.0,Sainte-Thècle
4036500,autoroute 40,Route,accès boulevard des Estacades,route 157,53.0,70.0,7.0,Trois-Rivières
12516507,00125-02-014-32D0,Bretelle,Intersection centre du boul. St-Martin,Intersection Rte 125 Sud,56.0,29.0,2.0,Laval
13215000,route 132,Route,Bretelle 00020-03-042-3AF0,Vers Boulevard Marie-Victorin,56.0,29.0,2.0,Boucherville
11250000,route 112,Route,rue Principale,route 214,53.0,90.0,7.0,Ascot Corner
2021000,autoroute 20,Route,rue Notre-Dame,sortie Lafayette,56.0,29.0,2.0,Saint-Lambert
37320000,"RTE 373,   BOUL DE LA FRICHE",Route,"Rte 169,  St-Méthode","Boul Vézina,  Dolbeau",53.0,68.0,8.0,Dolbeau-Mistassini
4020001,00040-03-065-31D0,Bretelle,SORTIE AUT. 25 NORD,A-25 Nord,56.0,29.0,2.0,Montréal
9652002000,Rue Principale,Route,RTE DU CENTRE DE SKI,ST-LEANDRE (RTE CENTRALE),53.0,65.0,6.0,Saint-Léandre
2518006,00025-01-051-32D0,Bretelle,Montée Masson ver pont A-25,Intersection A-25 Sud,56.0,29.0,2.0,Laval
64080005,00640-03-024-31B0,Bretelle,Intersection voie de service A-640 Est,11m au nord du trou dans le terreplein (entrée pour Salon funéraire Guay),56.0,29.0,2.0,Rosemère
2260801000,Chemin Kipawa,Route,Route 101,Témiscamingue,53.0,91.0,10.0,Kipawa
13283000,route 132,Route,Chemin des Touristes,Rue Beinstchez Est,53.0,63.0,7.0,Gaspé
14871000,route 148,Route,chemin Verdon,Montée du Domaine,56.0,29.0,2.0,Mirabel
4059005,Carrefour A-40 et 45e rue est bretelle U,Bretelle,A-40 O,45e rue est (42e avenue),53.0,71.0,84.0,Québec
4695002000,RTE  BÉGIN,Route,9e rang,2e rang ouest,53.0,68.0,6.0,Saint-Ambroise
2153101000,,Route,route des 5e et 6e rangs,route 393,53.0,91.0,9.0,Clermont
5517000,autoroute 55,Route,route Ployart (l'avenir),route 139,53.0,64.0,8.0,L'Avenir
4026108,00040-04-010-31D0,Bretelle,Intersection centre de la mtée des Pionniers,Intersection A-40 Ouest,56.0,29.0,2.0,Terrebonne
10932500,route 109,Route,"chemin des 3e et 4e rang, à La Motte (18894)",Saint-Mathieu,53.0,91.0,8.0,La Motte
13615002,Bret. Entrée Boulevard Pullman pour R136 Est,Bretelle,rue Pullman,R-136 Est,56.0,29.0,2.0,Montréal
30915000,ROUTE 309,Route,bretelle sud A-50,route 315,53.0,89.0,6.0,L'Ange-Gardien
4567001000,RUE ST-CYRILLE:   RTE ST-THOMAS-DIDYME,Route,Rte 169,"Rg St-Henri,  St-Thomas Didyme (45080)",53.0,68.0,8.0,Normandin
1022788,Bretelle E (entrée 118),Bretelle,Route 141 Nord,A 10 Est (S-118),53.0,90.0,8.0,Magog
14820000,route 148,Route,route 303 sud,route 303 nord,53.0,89.0,8.0,Clarendon
2049512,00020-05-192-32B0,Bretelle,INTERSECTION ROUTE MARIGOT,"FIN SURLARGEUR SUR AUT. 20, S-291 SUD",53.0,66.0,10.0,Saint-Apollinaire
14723000,route 147,Route,rue Child,rue Saint-Marc,53.0,90.0,10.0,Coaticook
22948000,BERNARD PILON,Route,rang des Vingt,accès à l'autoroute 20,56.0,29.0,2.0,Saint-Mathieu-de-Beloeil
28350000,Route 283 Nord,Route,à l'intersection est de la route 216,Notre-Dame du Rosaire,53.0,66.0,8.0,Notre-Dame-du-Rosaire
2004340,00020-01-061-32D0,Bretelle,Chemin Saint-Féréol (30222),Autoroute 20 ouest,56.0,29.0,2.0,Les Cèdres
2518001,00025-01-051-32A0,Bretelle,Intersection A-25 Nord,Intersection A-440 Ouest,56.0,29.0,2.0,Laval
7278001000,Chemin de Béthel,Route,route 222,1er rang (72540),53.0,86.0,10.0,Sainte-Christine
13839500,route 138,Route,route 359,route 361,53.0,70.0,7.0,Batiscan
21740000,BOULEVARD EDOUARD VII,Route,rang Saint-Joseph sud,Bretelle du côté sud-est de l'A-30 (Sortie 104),56.0,29.0,2.0,La Prairie
2065521,00020-06-250-000D,Bretelle,AUTOROUTE 00020-06-250-000D,ROUTE DU P'TIT CAP  90460-01-010-000C,53.0,66.0,8.0,Cap-Saint-Ignace
12516500,route 125,Route,musoir de sortie pour le boulevard Saint-Martin sur l'autoroute 25 nord,entre l'entrée du boulevard Lite et la sortie pour A-25 nord sur A-25 nord,56.0,29.0,2.0,Laval
4002500,autoroute 40,Route,Côte Saint-Charles (éch. 22),Chemin Daoust (éch. 26),56.0,29.0,2.0,Saint-Lazare
13221000,route 132,Route,Rue Principal  (Route 235),route 122,53.0,86.0,10.0,Yamaska
11235000,route 112,Route,Chemin Georges Bonnallie,Ch. D'Orford-sur-le-lac,53.0,90.0,8.0,Eastman
5006005,00050-01-052-31C0 (672 - 1163),Bretelle,31.0,31D0,53.0,89.0,7.0,Gatineau
9562007500,,Route,rue Poirier Est,Carrefour sportif,53.0,65.0,6.0,Amqui
13258800,route 132,Route,rue de l'Église,Route de l'Ile,53.0,65.0,8.0,Cacouna
5515902,00055-02-180-32B0,Bretelle,Route 116 Est (S-88),Autoroute 55 Nord,53.0,90.0,9.0,Melbourne
4943002000,,Route,chemin de la Baie (49340),route 138,53.0,67.0,8.0,Pointe-aux-Outardes
16515000,route 165,Route,à l'intersection est de la route 216,à l'intersection ouest de la route 216,53.0,64.0,7.0,Saint-Ferdinand
3013060,00030-01-100-32F0,Bretelle,Boulevard René-Lévesque (Route 132 ouest),Autoroute 30 ouest,56.0,29.0,2.0,Mercier
34437500,Chemin d'Oka,Route,entrée du parc Paul-Sauvé,A 640,56.0,29.0,2.0,Oka
21812000,route 218,Route,autoroute 20,entrée et sortie de l'autoroute 20,53.0,64.0,6.0,Manseau
22123500,BOULEVARD SAINT-RÉMI,Route,rue Saint-André,Route 209 (Rue Notre-Dame),53.0,86.0,13.0,Saint-Rémi
13270000,route 132,Route,route 298,route 132 (route Flavie-Drapeau),53.0,65.0,6.0,Sainte-Luce
6127302000,BOUL. DON QUICHOTTE,Route,rue de Provence,Boul. St-Joseph,56.0,29.0,2.0,Notre-Dame-de-l'Île-Perrot
74047000,Autoroute Robert Bourassa,Route,Sortie 8 bretelle 31D0 pour Boul. Père-Lelièvre,Entrée bretelle 31C0 venant Boul. Père-Lelièvre,53.0,71.0,84.0,Québec
3345002000,,Route,Limite nord St-Gérard-Magella,rang nord,56.0,29.0,2.0,L'Assomption
2191004000,,Route,chemin Lac Pause,route 117,53.0,91.0,7.0,Rouyn-Noranda
4935001000,,Route,route 138,chemin Principal,53.0,67.0,9.0,Colombier
2009200,AUTOROUTE 20,Route,rue Morgan,Ave Woodland,56.0,29.0,2.0,Baie-D'Urfé
3540020,00035-02-053-32C0,Bretelle,Autoroute 35 sud,Chemin Saint-André,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
12516509,00125-02-014-32C0,Bretelle,Intersection Rte 125 Sud,Intersection centre du boul. St-Martin,56.0,29.0,2.0,Laval
10945000,route 109,Route,"chemin du Détour, entrée du village St-Dominique",9e rang dans Chaste CT.,53.0,91.0,8.0,Saint-Dominique-du-Rosaire
4178002000,RUE DU QUAI,Route,route 138,rue du Quai,53.0,71.0,86.0,Neuville
6361010000,MONTÉE DU MOULIN,Route,chemin Principal (61800),"autoroute 15, à la sortie 29",53.0,86.0,13.0,Saint-Édouard
2735000500,27350-01-005-000C,Route,route 117 (sortie 143),boul. du Curé-Labelle,53.0,88.0,9.0,Labelle
74025010,Boulevard du Versant-Nord - A-740 sud,Bretelle,Intersection boulevard du Versant-Nord,A-740 Sud,53.0,71.0,84.0,Québec
1524501,00015-03-043-32D0,Bretelle,route 158 Ouest,A-15 nord,56.0,29.0,2.0,Mirabel
7582000500,,Route,route 143,entrée de Domtar,53.0,90.0,9.0,Val-Joli
14857500,route 148,Route,rue Principale,route 344,53.0,88.0,7.0,Grenville-sur-la-Rouge
2062500,A-20 St-Nicolas,Route,route 281,Montée de la Station,53.0,66.0,9.0,Saint-Michel-de-Bellechasse
6374100100,bretelle la rue Principale,Bretelle,Début du biseau en peinture avec bretelle 00132-03-095-31D0,Rue Principale (63741),56.0,29.0,2.0,Delson
20140000,BOULEVARD MONSEIGNEUR-LANGLOIS,Route,Route 132 (Boulevard Hébert),Rue Fabre,53.0,86.0,12.0,Salaberry-de-Valleyfield
24112500,route 241,Route,route 104,Fin du réseau MTQ,53.0,90.0,12.0,Cowansville
11648000,route 116,Route,"chemin Saint-Albert, à Warwick",route 161 - avenue Pie-X,53.0,64.0,7.0,Warwick
11708000,pont Lachapelle,L,début Pont Lachapelle,fin Pont Lachapelle,56.0,29.0,2.0,Laval
3037005,00030-03-121-34F0,Bretelle,VENANT RUE ST-LOUIS VERS AUT. 30 'O',Non-défini,53.0,86.0,10.0,Sorel-Tracy
3722001000,centre du viaduc,Route,autoroute 40,Fin des bretelles,53.0,70.0,7.0,Louiseville
23269000,route 232,Route,Chemin des Prés,Chemin du Panorama,53.0,65.0,6.0,Rimouski
10464000,Chemin Saint-Jean,Route,route 217 (Edouard VII),rang St-Raphaël,56.0,29.0,2.0,La Prairie
34780000,Route 347,Route,Int nord rte 131,Int rte 343,53.0,88.0,6.0,Sainte-Émélie-de-l'Énergie
53000800,A 530,Route,boul. Cadieux,rue des Érables,53.0,86.0,12.0,Salaberry-de-Valleyfield
4026101,00040-04-010-31A0,Bretelle,Intersection A-40 Est,Intersection rue des Migrateurs,56.0,29.0,2.0,Terrebonne
7358030,autoroute 73,Route,entrée aut 73 (ouest)),sortie 159 boul Talbot (est),53.0,71.0,84.0,Québec
17315000,route 173,Route,à l'intersection sud de la route 204,à l'intersection sud de la 1re avenue,53.0,66.0,6.0,Saint-Georges
44024012,Voie de service autoroute 440 ouest (Charest),Bretelle,Musoir sortie Einstein,Fusion entrée Einstein,53.0,71.0,84.0,Québec
4024000,autoroute 40,Route,"Entrée 85, boul. Saint-Jean-Baptiste","Entrée 87, boul. Henri-Bourassa Ouest",56.0,29.0,2.0,Montréal
2025001,00020-03-042-31A0,Bretelle,VENANT AUT. 20 EST VERS CH.DE DESSERTE,Non-défini,56.0,29.0,2.0,Longueuil
36545000,"PINIÈRE, 365, GRAND RANG, CÔTE JOYEUSE",Route,chemin du Brulé,rang Ste-Angélique,53.0,71.0,86.0,Saint-Basile
10732000,route 107,Route,chemin Sainte-Thérèse,chemin de la Ferme-Joseph,53.0,89.0,9.0,Déléage
10831000,route 108,Route,Chemin Learned Plain,Route 214,53.0,90.0,7.0,Cookshire-Eaton
52012000,CHEMIN COTE-DE-LIESSE,Route,"Dans gir. Dorval, 16m avant la super. sign. 20-E/20-O",Venant de la bretelle 32B0,56.0,29.0,2.0,Dorval
5501702,00055-01-045-V1A0,Bretelle,Autoroute 55 (S-2),bretelle sortie 2,53.0,90.0,10.0,Stanstead
1506000,AUTOROUTE 15,Route,Route 219 - 221 (sortie 21),Montée du Moulin (63610) (sortie 29),53.0,86.0,13.0,Saint-Patrice-de-Sherrington
2157001000,,Route,"route Authier-nord, vers Joutel",chemin des 6e et 7e rangs est,53.0,91.0,9.0,Authier
41043902,00410-01-025-34A0,Bretelle,A-410 Est (S-6),Boulevard de l'Université,53.0,90.0,8.0,Sherbrooke
13866004,Bretelle rue de l'Ermitage vers route 138 ouest,Bretelle,rue de l'Ermitage,R 138,53.0,71.0,85.0,Baie-Saint-Paul
13209200,ROUTE 132,Route,entrée sud-ouest du pont Mercier (route 138 est),Intersection avec la voie venant du Pont Mercier,56.0,29.0,2.0,Kahnawake
3009500,Autoroute de l'Acier,Route,chemin du canal (éch 17),R236 boul. de l'Énergie (Échangeur 22),56.0,29.0,2.0,Beauharnois
1022786,000100226532D0,Bretelle,Route 141 (S-118),Autoroute 10 Ouest,53.0,90.0,8.0,Magog
4010000,A-40 / à l'ouest de Décarie,Route,Entrée 65 venant de  l'Autoroute 520 Est,Sortie 66 pour l'autoroute Décarie,56.0,29.0,2.0,Mont-Royal
44032514,Voie de service autoroute 440 ouest (Charest),Bretelle,Musoir sortie Cyrille-Duquet,	Fusion entrée Cyrille-Duquet vers 440 Ouest,53.0,71.0,84.0,Québec
27745000,route 277,Route,route 218 est,route 218,53.0,66.0,9.0,Saint-Henri
1936000,autoroute 19,Route,musoir de sortie pour l'autoroute 440 sur l'autoroute 19 nord,Intersection début 00019-02-052 (bordure),56.0,29.0,2.0,Laval
4026106,00040-04-010-31C0,Bretelle,Intersection A-40 Ouest,Intersection centre de la mtée des Pionniers,56.0,29.0,2.0,Terrebonne
2007500,AUTOROUTE 20,Route,Boulevard Don Quichotte (61273),Boulevard Perrot,56.0,29.0,2.0,L'Île-Perrot
13728000,route 137,Route,Rang des Grands Étangs (70671),Avenue Pinard,53.0,86.0,10.0,Saint-Hyacinthe
17230000,route 172,Route,"Rang des Aulnaies (rte Bégin),  Saint-Ambroise","Chemin Labrecque,  Saint-Nazaire",53.0,68.0,6.0,Saint-Ambroise
4041000,autoroute 40,Route,route 159,route 363,53.0,71.0,86.0,Deschambault-Grondines
34425000,route 344,Route,route 327,rue vers le village de St-Placide,53.0,88.0,7.0,Saint-André-d'Argenteuil
2003530,00020-01-061-31C0,Bretelle,Autoroute 20 ouest,Chemin Saint-Dominique,56.0,29.0,2.0,Les Cèdres
25580000,route 255,Route,à l'intersection est de la route 226,route 132,53.0,64.0,6.0,Baie-du-Febvre
2004715,00020-01-070-31A0,Bretelle,Bretelle 00020-01-070-31B0 vers l'A-30 est,A-30 ouest,56.0,29.0,2.0,Les Cèdres
4452000100,ROUTE DORVAL,L,Chemin du ruisseau,9e Rang,53.0,68.0,7.0,Larouche
20174000,Route 201,Route,Bretelles côté sud de l'A-40 à la sortie 17,Bretelles côté nord de l'A-40 à la sortie 17,53.0,86.0,12.0,Rigaud
17370000,route 173,Route,chemin Pintendre,rue Vallon,53.0,66.0,10.0,Lévis
2056500,autoroute 20,Route,route 175,route 275,53.0,66.0,10.0,Lévis
5513802,00055-02-180-3AA0,Bretelle,Autoroute 55 Nord (S-85),Route 243,53.0,90.0,8.0,Melbourne
11227500,ROUTE NO 112,Route,route 139,section municipale,53.0,90.0,12.0,Granby
9527005000,Côte Saint-Léonard / Rue de l'Église / Rue des Saumons / Rue,Route,PONT MERCIER COTE NORD,JCT 132,53.0,63.0,9.0,Matapédia
11237500,route 112,Route,Ch. Southière et ch. Roy,Limite municipale,53.0,90.0,10.0,Magog
2046500,autoroute 20,Route,route 162 et 263  sortie 235,route 218,53.0,64.0,7.0,Saint-Louis-de-Blandford
17360000,route 173,Route,à l'intersection ouest de la route 218,à l'intersection est de la route 218,53.0,66.0,9.0,Saint-Henri
20164000,Route 201,Route,Route 340,Chemin Sainte-Julie,53.0,86.0,12.0,Saint-Clet
4051000,autoroute 40,Route,route 367,route 138,53.0,71.0,84.0,Saint-Augustin-de-Desmaures
3022570,00030-02-850-31B0,Bretelle,Route 217,Autoroute 30 est,56.0,29.0,2.0,La Prairie
16517500,route 165,Route,à l'intersection ouest de la route 216,route de Vianney,53.0,64.0,7.0,Saint-Ferdinand
12545000,route 125,Route,rue Principale,6e rang,53.0,88.0,6.0,Chertsey
36530000,"RTE 365, RUE DU COLLÈGE",Route,autoroute 40,rue du Jardin,53.0,71.0,86.0,Neuville
6247302000,CHEMIN GUAY (VOIE DE DESSERTE EST),Route,Bretelles A et B de l'A-15 à l'échangeur no 1,Montée Guay,53.0,86.0,13.0,Saint-Bernard-de-Lacolle
4061005100,"""RANG SAINT DENIS GARNEAU",L,Chemin Taché,Route 367,53.0,71.0,86.0,Sainte-Catherine-de-la-Jacques-Cartier
2023507,00020-02-181-31E0,Bretelle,VENANT AUT. 20 OUEST VERS COLLECTRICE 64480(et Route 134).,Non-défini,56.0,29.0,2.0,Longueuil
21602500,route 216,Route,route 108,chemin Lavallée,53.0,90.0,10.0,Sainte-Catherine-de-Hatley
22030000,Chemin du Lac,Route,route 243,Rue de l'Église,53.0,90.0,9.0,Bonsecours
3532008,Éch. 42 / De R-133 à A-35 nord,Bretelle,Chemin des Patriotes (Route 133),Marquage au sol pour bretelle bidirectionnelle,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
3932203000,,Route,chemin Beaumont,Rang Ouest,53.0,70.0,6.0,La Tuque
13738000,route 137,Route,route 211,chemin 3e rang (69900),53.0,90.0,12.0,Sainte-Cécile-de-Milton
12516101,00125-02-014-31H0,Bretelle,Avenue Rose-De-Lima,Boulevard Pie-Ix Dir. Sud,56.0,29.0,2.0,Laval
16109400,route 161 (ancienne 0020410000),Route,rue du Foyer,route 161 (contournement) et 204,53.0,90.0,6.0,Lac-Mégantic
17319800,route 173,Route,87e Rue,74e Rue,53.0,66.0,6.0,Saint-Georges
25710000,route 257,Route,"Rue Verchères, Rue St-Paul, Route 210",Début du milieu urbanisé,53.0,90.0,7.0,Chartierville
4014400,autoroute 40,Route,"Entrée 78, boul. Langelier","Sortie 80-S, Autoroute 25 Sud",56.0,29.0,2.0,Montréal
4034007,00040-05-120-32E0,Bretelle,SUR LA LIGNE DE CENTRE DE LA BRETELLE 32D0.,INTERS. BOUL. DES FORGES,53.0,70.0,7.0,Trois-Rivières
3023200,Autoroute 30,Route,Collecteur 00030-02-850-V2J0 vers boul. Matte (sortie 65),Bretelle 00030-02-860-32E0 (sortie 65),56.0,29.0,2.0,La Prairie
2514450,autoroute 25,Route,Entrée sur l'A-25 N de l'A-40 E,"Sortie Bombardier, direction Nord",56.0,29.0,2.0,Montréal
10930000,route 109,Route,route 117,"chemin des 3e et 4e rang, à La Motte (18894)",53.0,91.0,8.0,La Motte
29525000,route 295,Route,Entrée nord de l'école,3e et 4e rang,53.0,65.0,7.0,Auclair
3678005000,Accès à la réserve Mastigouche,Route,Chemin Boulager,DÉBUT DE LA RÉSERVE FAUNIQUE MASTIGOUCHE,53.0,70.0,7.0,Saint-Alexis-des-Monts
1516000,autoroute 15,Route,Entrée venant du chemin Queen Mary,Sortie 69 pour la rue Jean-Talon,56.0,29.0,2.0,Montréal
4052018,00040-08-020-32H0,Bretelle,"CARR.A-40,A-73 ET A-440 BRET.H",Indéfini,53.0,71.0,84.0,Québec
19110000,Boulevard Industriel,Route,Bretelles A-85 direction nord Dégelis / Québec,chemin Témiscouata,53.0,65.0,8.0,Rivière-du-Loup
4275302000,Boulevard Talbot,L,Au nord des maisons,Bretelles Parc de la Jacques-Cartier,53.0,71.0,84.0,Stoneham-et-Tewkesbury
13281500,route 132,Route,"Route 198, Route du Lac (Anse Pleureuse)",Rivière Madeleine,53.0,63.0,8.0,Saint-Maxime-du-Mont-Louis
7886001000,,Route,route du Port (79222),route 132,53.0,64.0,6.0,Nicolet
5511508,Bretelle 31D0,Bretelle,A-55 sud (S-71),Rang 2,53.0,90.0,9.0,Windsor
44011503,00440-01-102-V1A0 (1474-2250),Bretelle,à la 100ième Avenue,bretelle 36A0,56.0,29.0,2.0,Laval
4034000,autoroute 40,Route,bretelle 32F0 venant des Récollets.,bretelle 31C0 venant des Récollets.,53.0,70.0,7.0,Trois-Rivières
13217500,route 132,Route,Montée Saint-Rock (71503),Chemin du Golf ou Boul. Grande Rivière  (71505),56.0,29.0,2.0,Contrecoeur
36555000,AVE ST-JACQUES,Route,route de Pionniers,route 354,53.0,71.0,86.0,Saint-Raymond
29830000,ROUTE 298,Route,Rang 7,Rue Principale,53.0,65.0,6.0,Les Hauteurs
4052020,00040-08-020-31J0,Bretelle,CARR.A-40 ET BLAISE-PASCAL BRET.J,Indéfini,53.0,71.0,84.0,Québec
4013848,00040-03-020-31E0,Bretelle,Sortie A-40 Ouest / Sortie 70 - Ch. Rockland vers l'A-15 Nord,A-15 Nord,56.0,29.0,2.0,Montréal
10565000,route 105,Route,chemin Montcerf,"route 117, à Grand-Remous",53.0,89.0,9.0,Grand-Remous
9652000500,Route du pont du Grand-Détour,Route,int route 195,int chemin du Grand-Détour,53.0,65.0,6.0,Matane
3551002000,,Route,bretelles sud de l'autoroute 40,rang Saint-François (35480),53.0,88.0,6.0,Lanoraie
2023500,autoroute 20,Route,route 134 (Pont JAcques-Cartier),boul. Roland-Therrier,56.0,29.0,2.0,Longueuil
17305000,route 173,Route,route 269,route 275,53.0,66.0,6.0,Saint-Côme - Linière
4490002000,RTE ST-ANDRÉ,Route,"Rue Dion,  Chambord","Rue Principale,   St-André",53.0,68.0,8.0,Saint-André-du-Lac-Saint-Jean
4065000,autoroute 40,Route,autoroute 440,54 m avant musoir aut.40 et bretelle E,53.0,71.0,84.0,Québec
13246500,route 132,Route,route Saint-François,chemin des Poiriers,53.0,66.0,8.0,Berthier-sur-Mer
4849001000,RUE  DU  QUAI  (STE-ROSE),Route,route 172,rue de la Descente,53.0,68.0,6.0,Sainte-Rose-du-Nord
11718000,route 117,Route,route 344,autoroute 640,56.0,29.0,2.0,Rosemère
4056010,Voie de service A-40 ouest A740,Bretelle,A40 Ouest-740N,A740-Sud,53.0,71.0,84.0,Québec
10474000,Boulevard Saint-Luc,Route,À la hauteur de la bretelle 35-02-053-31D0 à gauche,À la hauteur de la bretelle 35-02-053-31E0 à gauche,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
4051007,00044-07-125-3AI0,Bretelle,rue de Sydney,boul W-Hamel Est,53.0,71.0,84.0,Québec
21667500,route 216,Route,à l'interesction ouest de la route 275,à l'intersection nord de la route 277,53.0,66.0,11.0,Saint-Malachie
3947602000,Rang de la Rivière-à-Veillet / Rue de l'Église,Route,Rang Nord (40281),chemin de la Grande-Pointe (39212),53.0,70.0,7.0,Sainte-Geneviève-de-Batiscan
20150000,Pont Monseigneur-Langlois,Route,Boul. du Bord de l'eau,sortie Chemin du Fleuve,53.0,86.0,12.0,Salaberry-de-Valleyfield
2072500,autoroute 20,Route,"Saint-Pascal, à la sortie 465",route 289,53.0,65.0,9.0,Saint-André
10487000,ROUTE 104,Route,10e Rang,route 139 (int. ouest),53.0,90.0,12.0,Cowansville
2029005,00020-03-060-31E0,Bretelle,Bretelle A-30 Est,A-20 Est,56.0,29.0,2.0,Boucherville
4734003000,RTE SHIPSHAW,Route,Rte Coulombe,Ch de la Dalle Humide,53.0,68.0,6.0,Saguenay
3532030,Éch. 43 / De R-223 à A-35 sud,Bretelle,Boulevard du Séminaire Nord (Route 223 direction sud),autoroute 35 sud,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
10815000,route 108,Route,ch. de Magog,rue Main,53.0,90.0,10.0,North Hatley
10955000,route 109,Route,route de Joutel,route de l'aéroport Matagami,53.0,91.0,8.0,Baie-James
29540000,route 295,Route,Vieille Route,route 232,53.0,65.0,7.0,Saint-Michel-du-Squatec
1522000,autoroute 15,Route,boulevard du Coteau,Accès à la sortie 25,56.0,29.0,2.0,Mirabel
3536000,autoroute 35,Route,Route 104 ouest (boul. St-Luc) (sortie 47),Chemin Saint-André (sortie 50),53.0,86.0,11.0,Saint-Jean-sur-Richelieu
15539500,ROUTE 155,Route,pont des piles,route 153,53.0,70.0,6.0,Shawinigan
11130500,route 111,Route,VilleMontel,Launay-Station (20650),53.0,91.0,8.0,Launay
34427500,route 344,Route,rue vers le village de St-Placide,vis-à-vis la rue Girouard,56.0,29.0,2.0,Oka
16505000,route 165,Route,chemin de Vimy,route Saint-Adrien,53.0,66.0,7.0,Thetford Mines
13260000,route 132,Route,rue St-Jean-Baptiste Est,Route de Notre-Dame-des-Neiges,53.0,65.0,8.0,L'Isle-Verte
8036004000,Côte de l'Église,Route,5e rang (80380),6e rang (80410),53.0,64.0,7.0,Saint-Ferdinand
6848002000,Chemin du Lac,Route,chemin Vale-Perkins (67320),chemin Mountain (68500),53.0,90.0,10.0,Potton
2054000,autoroute 20,Route,"Viaduc CN, échangeur A20-A73",route 175,53.0,66.0,10.0,Lévis
